,payCardIDTable,payCardBank,payCardNameTable,payCardSexTable,payCardBirthDate
1394,38280463317473,bni,"Ulya Mandala, M.Kom.",F,1981
1395,3590760100992527,dki,Warsa Handayani,M,1955
1396,3543580410706583,dki,"Vanesa Usamah, M.M.",F,1981
1397,30048912170530,bni,Tgk. Bakianto Nababan,F,1968
1398,4305807210596146,dki,Ghaliyati Utami,F,1987
1399,4057531360205585,dki,R.M. Jindra Widodo,M,1998
1400,676227999742,flazz,Bajragin Wibowo,M,1999
1401,4930458741874061773,brizzi,Cahya Rahayu,F,1983
1402,4723330491453311,dki,Zulfa Mansur,M,2011
1403,4742697508912,online,"Capa Manullang, S.E.I",M,1983
1404,4190012313988906,dki,"dr. Faizah Hastuti, S.Sos",M,1975
1405,4760387029809814,dki,Liman Aryani,M,1976
1406,4465784024927286,dki,"Puti Cindy Pradana, S.IP",M,1948
1407,502093198526,flazz,Paris Megantara,F,1989
1408,060479739280,flazz,"Heryanto Sitorus, S.IP",F,2001
1409,3585510824332139,dki,"Hj. Zahra Laksita, S.Ked",F,1972
1410,4306915617106869581,brizzi,Eka Hastuti,F,1981
1411,3569823640109437,dki,"Wadi Prayoga, S.Gz",F,1967
1412,3520195180176219,dki,Ghaliyati Hakim,M,1999
1413,5580200154638640,dki,"Dr. Samiah Siregar, S.Kom",F,1993
1414,675982282880,flazz,drg. Harsanto Andriani,M,1996
1415,4914374627873,online,Usman Hutagalung,F,1993
1416,371876493641520,emoney,Shakila Mangunsong,M,1995
1417,3554145197114587,dki,"Ir. Hasta Purwanti, S.Gz",M,1967
1418,30543404406608,bni,"Dr. Maimunah Sitompul, S.Farm",M,1977
1419,503851660475,flazz,"Sutan Sabar Laksmiwati, S.Pd",F,1984
1420,2235719150516589,dki,Janet Sirait,F,2011
1421,180039453301459,emoney,Dina Nainggolan,M,1994
1422,2241385670969351,dki,Rachel Tarihoran,F,2012
1423,30352527501091,bni,Cut Maria Irawan,F,1999
1424,2245902074421171,dki,Gandewa Nasyidah,F,1981
1425,30386741706912,bni,Dr. Balangga Mayasari,M,1994
1426,6575061126064611,dki,"Rahmi Prasetya, M.Pd",M,1992
1427,3516921397180116,dki,"R.A. Eli Irawan, S.Ked",F,1986
1428,6011361655911410,dki,Hartaka Oktaviani,M,2010
1429,2714675782300216,dki,Rini Fujiati,M,2000
1430,566526634654,flazz,Shania Januar,F,2000
1431,3564853634329431,dki,"Natalia Suartini, M.Farm",M,2009
1432,501893410180,flazz,Tania Pratiwi,F,1996
1433,4369684472286945,dki,Balamantri Siregar,M,1997
1434,3508269528711809,dki,Tgk. Asmuni Hutagalung,M,1970
1435,581459324421,flazz,Dr. Silvia Yuliarti,M,2003
1436,4567642400977494459,brizzi,Siska Saptono,M,1974
1437,6011815359342248,dki,Febi Hakim,F,1992
1438,4707489288401615205,brizzi,Sutan Anom Saragih,M,2001
1439,3560888808767549,dki,"R.M. Emin Ramadan, S.T.",F,2006
1440,502096717843,flazz,Oliva Puspasari,F,1996
1441,4162491062010449,dki,Kezia Astuti,F,1990
1442,213129218106508,emoney,Marwata Mangunsong,M,1996
1443,3594729018247882,dki,Ella Palastri,M,1993
1444,341884112935288,emoney,Cut Clara Lazuardi,F,1992
1445,3568511533767632,dki,"R.M. Lamar Aryani, S.T.",F,2003
1446,4874416396175939309,brizzi,Ismail Kusmawati,F,2010
1447,3563522871961831,dki,Dalimin Nasyiah,M,1978
1448,346282623461628,emoney,Paiman Situmorang,F,1975
1449,3554005523768797,dki,Virman Purwanti,M,1978
1450,3503590451382705,dki,Arta Samosir,F,1995
1451,6011052210652801,dki,Ellis Mahendra,F,2011
1452,30025872434700,bni,Dewi Tarihoran,M,1981
1453,503839900225,flazz,dr. Purwa Ramadan,M,1979
1454,30103852794797,bni,Wira Hastuti,M,1967
1455,378317512355381,emoney,Purwadi Wijayanti,F,1999
1456,3557449936269372,dki,"dr. Kezia Hassanah, S.Gz",F,2000
1457,3585171684740802,dki,Tgk. Harjaya Rahayu,F,2003
1458,4527099641027,online,Lanang Sihombing,F,1996
1459,348378755687143,emoney,Karman Hidayanto,M,1996
1460,5541165106407766,dki,Hj. Rahmi Sihotang,F,1982
1461,4143903534581033,dki,"Tgk. Heru Firgantoro, S.E.",F,1993
1462,30060765271190,bni,"dr. Silvia Agustina, M.Pd",F,1994
1463,4643463769666491,dki,"drg. Bala Suwarno, S.Pt",M,1974
1464,4164843411320498280,brizzi,Wani Laksmiwati,F,1999
1465,377696435211438,emoney,"Usyi Suartini, M.Ak",M,1985
1466,3569993539608920,dki,Mumpuni Puspasari,M,1956
1467,4658899642618278,dki,Natalia Lailasari,M,1993
1468,2269865630638219,dki,Drs. Gaman Puspasari,M,1989
1469,4267747633415654,dki,Hasan Thamrin,F,1997
1470,3548729970933914,dki,"Drs. Nadine Zulaika, S.Kom",M,1973
1471,2720409375646732,dki,H. Karsa Budiman,M,2007
1472,3593398018877337,dki,"Tgk. Endah Thamrin, M.Farm",F,2004
1473,4253467466337927,dki,Victoria Jailani,F,2010
1474,4658395998118963,dki,"Tgk. Ciaobella Santoso, S.Ked",F,2007
1475,374648273924179,emoney,Novi Nasyidah,F,1995
1476,4331491723747252,dki,"T. Asman Astuti, M.Pd",F,1975
1477,568664103070,flazz,Gasti Sihombing,F,2002
1478,4242433523960287,dki,"Ulva Hardiansyah, S.Farm",F,1992
1479,4580860075549864195,brizzi,Talia Ramadan,F,1982
1480,213110271085979,emoney,"Eva Ramadan, S.Farm",F,2004
1481,676235087001,flazz,Drs. Ajiono Sudiati,F,1987
1482,3588892903979213,dki,Satya Firmansyah,M,1984
1483,346982051732792,emoney,Edi Sudiati,M,1974
1484,4755915158880,online,Uchita Yuniar,F,2002
1485,2600705858956877,dki,Gamani Suwarno,F,1988
1486,4941864845311482,dki,"T. Kayun Waskita, S.I.Kom",F,1990
1487,4041975976112751,dki,Bagya Pertiwi,M,1995
1488,3526848024275332,dki,T. Wardi Hasanah,F,1993
1489,4552340229550820872,brizzi,Ani Rahmawati,F,1990
1490,30035473341006,bni,drg. Keisha Najmudin,F,1978
1491,4042546009723485660,brizzi,"Ir. Tasnim Lestari, S.Farm",M,1984
1492,2263415471325256,dki,Hasna Maryadi,F,2003
1493,4435212244754,online,Cagak Laksmiwati,M,1972
1494,3512152902929102,dki,Icha Wibisono,M,1992
1495,6579862505615527,dki,"Kani Budiyanto, S.Pd",M,1971
1496,4446152896480897,dki,Ir. Tari Yuniar,F,1996
1497,213194375425547,emoney,"Dina Hidayanto, S.I.Kom",F,1985
1498,676158027174,flazz,Puji Nugroho,F,1994
1499,375654657278637,emoney,"Raina Kusmawati, S.Sos",M,2012
1500,6507449146216753,dki,Jaya Nuraini,F,1995
1501,3582484683846188,dki,"Melinda Puspita, S.T.",F,2002
1502,30554026702506,bni,H. Kasusra Thamrin,M,1965
1503,349454469901374,emoney,"Bakti Narpati, S.I.Kom",M,1982
1504,3533059481988539,dki,Liman Mardhiyah,F,1983
1505,3543438518001755,dki,Dirja Budiyanto,M,2009
1506,4620958567447037137,brizzi,"Ega Narpati, S.Farm",F,2000
1507,4930536226223378,dki,Salimah Gunarto,M,1997
1508,4940849301679,online,Titin Riyanti,F,1985
1509,676296453019,flazz,Rahmi Putra,M,1990
1510,4668949885403355,dki,Tgk. Prima Agustina,F,1987
1511,4280198057899,online,Novi Suryatmi,M,1984
1512,30564573955282,bni,Hasan Sinaga,F,1986
1513,4272703026634528075,brizzi,"Dina Budiyanto, S.Pd",F,1999
1514,4723823580553,online,"Karsa Mandasari, S.H.",F,1997
1515,4997465658592,online,"Tgk. Kasiyah Safitri, S.Ked",F,2009
1516,345223869898165,emoney,Edi Wahyudin,F,1968
1517,30293539897343,bni,Ophelia Sihombing,F,2005
1518,347846072693722,emoney,Aisyah Suryatmi,M,1994
1519,180001839327871,emoney,Daryani Rajata,F,1981
1520,30337623680758,bni,drg. Lukman Nashiruddin,F,1987
1521,4512877555808662806,brizzi,"KH. Raharja Sudiati, S.H.",F,2005
1522,3544047153605140,dki,Unjani Nasyiah,M,2005
1523,675986646452,flazz,"dr. Bakti Habibi, S.H.",F,1989
1524,4723149737433535806,brizzi,"Ega Anggraini, S.Kom",F,2000
1525,30533741337319,bni,R. Damu Tarihoran,M,1978
1526,6580385382232809,dki,Raditya Najmudin,F,1989
1527,30135177132667,bni,"R. Sabrina Hassanah, M.TI.",F,1983
1528,30279403536729,bni,"Cut Dian Padmasari, M.M.",F,2008
1529,4045779594499,online,Aurora Susanti,M,1958
1530,4666095166711504,dki,"Martaka Sitorus, S.I.Kom",F,1993
1531,2237258506794747,dki,Latif Fujiati,F,2000
1532,502067715800,flazz,Yusuf Hasanah,M,1989
1533,180008355242863,emoney,Alika Maryadi,M,1986
1534,3575772866810933,dki,Ina Melani,M,1993
1535,675939879887,flazz,Titin Budiman,M,1981
1536,4371953766174372,dki,"R.M. Mumpuni Sitorus, M.Ak",M,1969
1537,213188869972840,emoney,"R.A. Eli Natsir, S.Psi",F,2004
1538,4909026285962956,dki,Tantri Rahmawati,M,2011
1539,4084296315757361287,brizzi,Ir. Gina Hasanah,M,1989
1540,4379933864705246,dki,Indah Adriansyah,F,1998
1541,3554720798246382,dki,"R. Kani Siregar, M.Kom.",M,1977
1542,3525987090511831,dki,"Puti Laras Utami, M.Pd",M,2004
1543,2236624981133928,dki,"Gabriella Purwanti, S.Kom",M,1970
1544,375158108151252,emoney,"Genta Astuti, M.Ak",M,1974
1545,345037723382343,emoney,Pandu Uyainah,F,1999
1546,36443037168838,bni,Puti Endah Prastuti,M,2000
1547,4466195374352794,dki,"Kani Prasetya, S.E.",M,1985
1548,3553910764090267,dki,Bancar Riyanti,F,1981
1549,4558880419355121,dki,Bambang Yulianti,F,1995
1550,4558956441608933,dki,"R.M. Cahya Hastuti, M.Pd",F,1988
1551,676254748228,flazz,Bala Suryono,M,1991
1552,4633217626070,online,Putri Prabowo,F,1983
1553,060418324301,flazz,"Dina Latupono, S.Psi",F,1997
1554,2482329599499619,dki,Farhunnisa Tamba,F,1965
1555,4779981025891697729,brizzi,"Rafi Pradana, M.Kom.",F,2001
1556,6011337982480345,dki,"R.A. Maya Suartini, S.Farm",M,1974
1557,379287368421885,emoney,"Tgk. Indra Handayani, S.Gz",M,1972
1558,4355391264382520,dki,"T. Purwanto Kusumo, M.Farm",M,1983
1559,30580235191272,bni,Kala Halim,F,1986
1560,38632887550404,bni,Ir. Qori Nababan,M,1964
1561,3509096938527866,dki,Ifa Thamrin,M,2000
1562,6548088182859729,dki,Lidya Halim,M,1951
1563,2495699312726745,dki,Jelita Mansur,F,1986
1564,180017640691867,emoney,Cinta Firgantoro,M,1996
1565,3543806308318037,dki,Argono Nainggolan,M,1977
1566,6599071700568251,dki,Okto Prabowo,F,2010
1567,4443615733720,online,Ina Nasyidah,M,2010
1568,4068123927470,online,Alika Saputra,M,1970
1569,3518678836218125,dki,Salimah Hardiansyah,F,1989
1570,4082772056049581145,brizzi,Ir. Genta Zulkarnain,F,2008
1571,3544674059175082,dki,Dian Dabukke,F,1985
1572,6582265308875881,dki,Zalindra Firmansyah,M,1969
1573,36149914978781,bni,"Dt. Ade Mulyani, M.TI.",F,1969
1574,4054169719064966,dki,Paiman Wibisono,F,2004
1575,180094725319110,emoney,Saka Purwanti,F,1973
1576,676121077249,flazz,Raharja Saputra,F,2002
1577,6529651035513117,dki,Estiono Rahayu,F,2008
1578,373832391832826,emoney,H. Rusman Yolanda,M,1984
1579,6011263963321953,dki,Kayla Siregar,F,1983
1580,573929725436,flazz,"H. Bagus Megantara, S.Pd",F,2008
1581,3554634896082138,dki,Jamalia Nasyidah,F,2009
1582,2246393429774556,dki,"KH. Asirwanda Pratama, S.Kom",F,1986
1583,4029097758713346,dki,Drs. Ulva Melani,M,1968
1584,6011893246131975,dki,Humaira Iswahyudi,M,1984
1585,30255017162557,bni,"Hj. Paris Megantara, M.Farm",F,2008
1586,6585036157223359,dki,"Yulia Sinaga, S.Pt",M,2002
1587,4563903071997555067,brizzi,Saiful Pradipta,M,1988
1588,4156479625622,online,Drs. Raden Narpati,M,2010
1589,377389107754295,emoney,Icha Firgantoro,F,2011
1590,4752295263158,online,"drg. Tira Wijaya, S.Farm",F,2001
1591,565751117757,flazz,Nilam Prabowo,M,1982
1592,213120041273128,emoney,"Digdaya Pradipta, M.Kom.",F,1985
1593,2245586170069297,dki,Lala Agustina,M,1981
1594,4293704813292765,dki,Dr. Farah Novitasari,F,1999
1595,346491683310100,emoney,Drs. Fitria Najmudin,M,1960
1596,6011282404756387,dki,"Cut Febi Mandasari, S.Farm",F,2003
1597,347685241637305,emoney,Victoria Prakasa,M,1988
1598,3521775827242422,dki,Winda Siregar,F,1983
1599,2710026009732159,dki,"Hilda Susanti, M.M.",F,1981
1600,180085851774193,emoney,Tina Latupono,F,1998
1601,373332345641191,emoney,Nasrullah Januar,F,2000
1602,4250549765425,online,"Cecep Tamba, M.M.",M,2001
1603,4538194654857154,dki,"Waluyo Saputra, M.M.",F,2005
1604,4687917992991312,dki,Mala Saefullah,M,1996
1605,30101752766170,bni,Gandewa Dongoran,M,2002
1606,4288109425600107,dki,Kezia Tarihoran,F,2003
1607,6011289800525613,dki,dr. Vanesa Melani,F,2000
1608,3540691012571722,dki,Jais Lazuardi,F,1994
1609,4808753293508900174,brizzi,Harsana Handayani,M,1981
1610,4624937925705585,dki,Nadine Wulandari,M,1995
1611,30029511677893,bni,"dr. Ella Nuraini, M.Farm",M,1996
1612,6525070399881255,dki,"Dartono Dabukke, S.Gz",F,1973
1613,4982234222118928,dki,"R. Cakrawala Natsir, S.H.",F,2004
1614,6528424642697843,dki,Ajiono Maheswara,M,2006
1615,4771580181581448,dki,"R. Padmi Wastuti, M.Farm",M,2001
1616,584863096072,flazz,"Karja Kuswandari, S.I.Kom",M,2009
1617,3580516477126715,dki,"Drs. Nadine Setiawan, M.Pd",M,1996
1618,4956661728380259,dki,Qori Mayasari,M,1970
1619,060403114535,flazz,R. Alika Budiyanto,F,1990
1620,4430387285912419,dki,Ella Saputra,F,2005
1621,180086070819744,emoney,Lanjar Maulana,M,1993
1622,4248792507875538,dki,Zulaikha Nababan,F,2002
1623,4607627793043,online,"R.M. Prasetyo Susanti, S.Pd",M,1974
1624,344763201971981,emoney,Yoga Nuraini,F,2001
1625,676224427168,flazz,"dr. Karen Palastri, S.H.",M,1968
1626,4503516455797375237,brizzi,Cut Eli Marbun,F,1988
1627,36391526529111,bni,"R.A. Karen Wibowo, S.T.",F,2008
1628,3503772630850378,dki,Nardi Pradana,F,1996
1629,3528964906889781,dki,Hj. Gasti Rahayu,F,1990
1630,3530250450183425,dki,Drajat Melani,M,1979
1631,2711974414623613,dki,Alika Susanti,F,1994
1632,4012034480306635,dki,Devi Lailasari,F,1992
1633,4982356641281741666,brizzi,KH. Wahyu Purnawati,M,1999
1634,30269680558314,bni,Kenzie Ramadan,F,2001
1635,4224112189177687207,brizzi,Syahrini Fujiati,M,1976
1636,6571786249606906,dki,Erik Wibisono,M,1982
1637,6597582580831587,dki,Surya Rahmawati,F,1991
1638,503854561423,flazz,Shania Marbun,F,1994
1639,4892367981201417,dki,Vega Salahudin,F,2005
1640,3567324418896885,dki,"Tgk. Teddy Pradipta, S.Kom",F,1981
1641,6011579582044597,dki,Salman Marpaung,F,1982
1642,4338748215069195858,brizzi,Widya Purnawati,F,1995
1643,3521269284054694,dki,Uda Saefullah,M,2002
1644,4422557748284479,dki,Zaenab Wibowo,M,1966
1645,3532721837578998,dki,Prabawa Firmansyah,M,1994
1646,2221945193369159,dki,R. Atmaja Prastuti,F,1985
1647,4282212677938213427,brizzi,Syahrini Pudjiastuti,F,1993
1648,4602559787188,online,"Damar Sihombing, S.Sos",M,1961
1649,30113126781546,bni,"Dr. Tri Marpaung, S.Kom",F,1986
1650,4317624669424,online,"Saka Waskita, S.Pt",F,1984
1651,3582061821499516,dki,"Empluk Kuswoyo, S.Psi",M,1971
1652,3593164164946486,dki,Ir. Hana Uwais,F,2007
1653,4267554904949191,dki,Dono Wastuti,M,1980
1654,3520330700878594,dki,"R.M. Raihan Prayoga, S.Gz",M,1973
1655,4854480429287207,dki,"Ozy Samosir, M.Ak",F,2011
1656,2355081918883163,dki,Anom Widodo,M,1981
1657,3571812822498847,dki,Uli Kuswoyo,M,1984
1658,374457721321875,emoney,"Wawan Handayani, S.E.I",F,2003
1659,4492420434014171985,brizzi,Drs. Laras Prayoga,M,1979
1660,3598366507932728,dki,Wirda Kusumo,F,2008
1661,676336166829,flazz,"dr. Emin Adriansyah, S.T.",F,1985
1662,30033142730436,bni,Azalea Dongoran,F,1999
1663,630447922984,flazz,Shania Prayoga,F,1989
1664,4368805708145107,dki,Himawan Marpaung,F,1985
1665,6564164108760637,dki,Gawati Nugroho,F,2007
1666,180096994099620,emoney,Tasnim Rajata,M,1995
1667,4199439988845817,dki,Pia Nainggolan,F,1972
1668,4032760964686833084,brizzi,Padma Latupono,F,1987
1669,4464979229287,online,Wani Salahudin,M,1986
1670,376192088766630,emoney,Harsanto Sudiati,F,2005
1671,38254933418328,bni,Prayoga Kuswoyo,M,1991
1672,4385369494402783,dki,Surya Saragih,F,1981
1673,4921606765454,online,Drs. Hardana Hartati,F,1969
1674,180073748911228,emoney,Zaenab Kusumo,F,1987
1675,213172744622085,emoney,"Gamblang Anggriawan, S.Sos",M,1974
1676,4372056995949014933,brizzi,"Jarwi Haryanti, S.Psi",M,2009
1677,3521656852833139,dki,Malika Farida,M,1991
1678,4945953948902556728,brizzi,Opung Suartini,F,1992
1679,4695234005685174,dki,Julia Lailasari,M,1973
1680,4885622566246291460,brizzi,KH. Atma Fujiati,F,1971
1681,38886934060268,bni,Manah Budiyanto,F,2003
1682,3521718506061267,dki,"R.A. Lili Suwarno, S.Pt",F,1984
1683,5178327937108670,dki,Wulan Wijaya,M,1996
1684,213119887541622,emoney,Dalimin Pangestu,F,1979
1685,378839487722261,emoney,Tgk. Restu Nashiruddin,M,2003
1686,3595846988808425,dki,Jefri Ardianto,F,1997
1687,30417674563184,bni,Devi Napitupulu,M,1997
1688,6597015624897009,dki,Jagaraga Widodo,M,2011
1689,4028925203595,online,Surya Wastuti,F,2010
1690,379194352974384,emoney,Dr. Lurhur Aryani,M,2005
1691,6011108002177231,dki,Hardi Yuliarti,M,1986
1692,4773212063612574,dki,Prasetyo Prasetyo,F,1999
1693,6011696785727446,dki,Maida Hutapea,F,1987
1694,30277715961007,bni,Prabu Marpaung,M,1985
1695,6011656242555376,dki,Endra Hastuti,F,1989
1696,379585112126738,emoney,"Darmana Sihombing, S.Ked",F,2012
1697,3518520206947380,dki,Irsad Suryatmi,F,1984
1698,630440423535,flazz,Nadine Mansur,F,1986
1699,675955437750,flazz,Among Dabukke,M,1977
1700,4284061082843953621,brizzi,Vero Nashiruddin,F,2004
1701,6011756396732043,dki,Kusuma Tarihoran,F,1982
1702,5472147252493322,dki,Zulfa Widodo,F,1988
1703,4030254414084886505,brizzi,Titi Namaga,F,2005
1704,4885818564197,online,"Puti Suryono, M.Kom.",M,1998
1705,6516214898144291,dki,Tasnim Uyainah,M,1997
1706,4641578672053768,dki,"Dr. Harsana Puspasari, M.TI.",M,2006
1707,6011064010050698,dki,dr. Gasti Mandasari,M,1965
1708,3584905162414849,dki,drg. Nardi Uwais,M,1992
1709,346566162972411,emoney,Kariman Latupono,M,1986
1710,370438430194625,emoney,Tania Sihotang,M,1969
1711,4511607967027268902,brizzi,Sabrina Mayasari,F,1984
1712,3536142261858812,dki,Tiara Prasetyo,M,1958
1713,639066141230,flazz,"Michelle Saefullah, M.TI.",F,1995
1714,6537170751357492,dki,Siti Namaga,F,1983
1715,4697133804332913,dki,"Karimah Nasyidah, S.IP",F,1968
1716,3506114725867057,dki,"Kusuma Farida, S.E.I",M,2008
1717,4211418012465903,dki,"Dr. Lalita Maheswara, S.Ked",F,1992
1718,4783073752401,online,Tania Riyanti,M,1995
1719,4761152981127250843,brizzi,"Sutan Dadi Prayoga, S.Gz",F,1991
1720,4457823468571620,dki,Hani Usamah,M,1965
1721,3556302716750692,dki,Adhiarja Palastri,F,1998
1722,4066935108149,online,Genta Salahudin,M,1992
1723,3590231956516117,dki,Nova Waluyo,M,2003
1724,3534960538644646,dki,Bahuwirya Sitompul,M,2005
1725,4388758861859617114,brizzi,Hafshah Kurniawan,M,2003
1726,6544772966018065,dki,Daniswara Laksmiwati,F,1987
1727,30005371288930,bni,Paulin Ramadan,F,2006
1728,3501225564963040,dki,Salwa Riyanti,F,2010
1729,2234977042040009,dki,Dr. Bala Usamah,M,1958
1730,6592339657525849,dki,Argono Andriani,M,1975
1731,3587411245156926,dki,"Kacung Saputra, S.Pt",M,1978
1732,3508528745697004,dki,drg. Ade Zulaika,M,1975
1733,213108298058706,emoney,"Wira Prasasta, S.E.",M,1985
1734,180047534797785,emoney,Kasiran Narpati,M,1981
1735,3597950370408261,dki,Luluh Wasita,F,2006
1736,213180494701249,emoney,"Hj. Dewi Tarihoran, S.Ked",F,1986
1737,3598558272596973,dki,Alika Padmasari,M,1989
1738,345647699258507,emoney,"Sadina Pertiwi, M.M.",M,1991
1739,3511092252227569,dki,Fitriani Aryani,F,2009
1740,4194876077237227356,brizzi,"Gading Uwais, S.E.I",M,2004
1741,4216070711392485,dki,Hardi Wijayanti,M,2002
1742,3513773054482084,dki,Adhiarja Hidayanto,F,2002
1743,3589772003628887,dki,"Tirta Kuswoyo, S.Kom",M,2009
1744,4058398609025508,dki,Julia Sihombing,F,2007
1745,3535935966092491,dki,"Sabrina Simanjuntak, S.E.I",F,1994
1746,371273144200148,emoney,R. Jamal Hastuti,F,1998
1747,6011994871342109,dki,Irfan Pertiwi,M,1999
1748,2252373342617018,dki,Titin Adriansyah,M,2009
1749,3501108423235513,dki,"Ir. Dodo Prayoga, S.E.",M,1979
1750,577173086064,flazz,Jelita Wahyuni,F,1984
1751,6534641802247679,dki,"Elisa Sitorus, S.Gz",M,1988
1752,2711041810758748,dki,R. Malika Hidayanto,M,2011
1753,342043803516043,emoney,Prasetyo Mulyani,M,1998
1754,4147990879038,online,Rangga Prastuti,F,1982
1755,2296546190973587,dki,drg. Gawati Padmasari,M,1977
1756,4382722755476107,dki,Almira Usada,M,1997
1757,346260363547616,emoney,Tgk. Salimah Zulaika,F,1971
1758,4338804559265731,dki,T. Kawaca Nugroho,M,1993
1759,2519708897989271,dki,"Hj. Nabila Widiastuti, M.Ak",F,2005
1760,3584918401693180,dki,"Dr. Jais Pratiwi, S.Psi",M,1953
1761,4147366511645138677,brizzi,dr. Jumari Mayasari,F,1984
1762,377706954290877,emoney,Ayu Wahyuni,F,1982
1763,4335313596495646445,brizzi,Tantri Prayoga,M,1971
1764,4504445944829415,dki,Nabila Halimah,M,1985
1765,38152052060238,bni,Harto Rahmawati,F,1981
1766,3527706568498356,dki,Eka Sitorus,F,1986
1767,30291617654933,bni,KH. Tasdik Riyanti,M,1975
1768,343128382853765,emoney,"Saadat Habibi, S.Ked",M,1994
1769,4779536815312007544,brizzi,Cut Ratih Zulaika,M,1991
1770,379872234337611,emoney,Marwata Lestari,F,1976
1771,379993753141976,emoney,H. Adika Hidayanto,F,2012
1772,180056315769616,emoney,Alika Riyanti,F,1991
1773,4795751960601655,dki,Azalea Firgantoro,F,2005
1774,4222661708186,online,"Zulaikha Sihombing, M.Pd",M,1994
1775,6582810315765946,dki,Wawan Oktaviani,F,1990
1776,180040705904272,emoney,Nardi Putra,F,2011
1777,213124467614492,emoney,Balamantri Irawan,M,1969
1778,4607475868668479,dki,Maya Riyanti,F,1999
1779,676126052783,flazz,Nadine Mayasari,F,1974
1780,3515691986731543,dki,Prayogo Hutapea,F,2007
1781,4581551292730122760,brizzi,"Drs. Luis Purwanti, S.I.Kom",M,1977
1782,30501826757149,bni,Sari Prasetyo,F,1991
1783,4730636693978,online,Tgk. Syahrini Thamrin,F,1992
1784,6011196566170619,dki,"Ir. Tantri Utami, S.Sos",F,2011
1785,3578283757361579,dki,"Cut Silvia Prasetyo, M.Kom.",M,1992
1786,4315395578613475587,brizzi,Ikin Megantara,M,1993
1787,213156474438507,emoney,Mahmud Widiastuti,M,1972
1788,4341038524109238930,brizzi,Dono Sinaga,F,2008
1789,4909505985455,online,"Ismail Ramadan, S.E.I",F,1985
1790,213121136067904,emoney,"Jasmin Sihombing, S.E.I",M,1982
1791,3529822567304749,dki,Mustika Suwarno,M,1977
1792,676236807514,flazz,"Candrakanta Mulyani, S.Psi",F,1968
1793,4362814269676,online,Bakidin Hutasoit,M,1982
1794,6535858406892275,dki,Warji Sihombing,F,1986
1795,3564063660744145,dki,Dt. Kairav Waskita,M,2004
1796,4662858523460,online,"Sutan Vinsen Wasita, M.TI.",F,1990
1797,30138411707781,bni,"Tgk. Utama Purwanti, S.Farm",M,1973
1798,4828770110506188072,brizzi,"Dr. Ibun Fujiati, S.I.Kom",F,2011
1799,6533360732924395,dki,Cahyo Prasetya,M,1992
1800,572750891689,flazz,"dr. Icha Padmasari, S.Farm",M,1986
1801,4072580555584487,dki,Harsaya Wijayanti,M,1970
1802,5217904900603656,dki,Nadia Permadi,F,1981
1803,374174369211223,emoney,R.A. Salimah Mustofa,F,1969
1804,30407966191414,bni,"Humaira Usada, M.TI.",F,1996
1805,345455024461014,emoney,Edison Hasanah,M,1989
1806,375724823658424,emoney,Putri Wibowo,F,1976
1807,4388688460463840090,brizzi,Imam Kusumo,M,1977
1808,5499211323171280,dki,"Ira Aryani, S.Pd",F,1968
1809,2462954596471172,dki,Irma Wahyuni,M,1975
1810,5147239021506685,dki,dr. Yance Iswahyudi,F,2003
1811,3543896297366709,dki,"Sutan Artanto Nasyiah, S.Gz",M,1974
1812,6011501626075072,dki,"R.M. Eja Padmasari, S.I.Kom",F,1981
1813,2248729363122377,dki,Langgeng Pratiwi,M,1980
1814,4623260891903,online,Zelda Wibisono,F,1979
1815,36524780359755,bni,Ciaobella Pudjiastuti,M,2005
1816,180046265653555,emoney,Cut Ilsa Wijayanti,M,1984
1817,3526629720734552,dki,Kariman Siregar,M,1966
1818,4717881222066887,dki,Ika Hastuti,F,1971
1819,2237405689167403,dki,Enteng Prabowo,F,2000
1820,180089661177969,emoney,"R. Garang Melani, S.Psi",F,2008
1821,3572496908235247,dki,R. Faizah Aryani,F,2004
1822,4417272650849049,dki,Embuh Padmasari,M,1966
1823,6011501158833013,dki,"drg. Jarwadi Puspita, M.Kom.",M,1975
1824,6502576551167769,dki,Banawa Hardiansyah,F,2011
1825,6011130296265951,dki,Rini Susanti,M,1996
1826,4608422966057,online,"drg. Sabrina Puspita, S.H.",F,2012
1827,346443018081989,emoney,Mursinin Ardianto,F,1990
1828,6594272989720176,dki,"R. Padmi Yuliarti, S.E.",M,2010
1829,4152511533106,online,Surya Safitri,F,1981
1830,676203042301,flazz,Almira Natsir,M,1968
1831,6011673805094438,dki,Wirda Anggraini,M,1996
1832,2265812425438862,dki,Gantar Anggriawan,F,1988
1833,180090964898392,emoney,R.M. Yosef Agustina,M,1997
1834,30416242636811,bni,"R. Mahfud Ramadan, S.IP",F,1990
1835,343538492351114,emoney,Putri Prayoga,F,1990
1836,6011061526705690,dki,"Purwanto Safitri, S.Gz",M,2012
1837,4116520984241117,dki,Novi Marpaung,F,1996
1838,3521091992442429,dki,Aisyah Nuraini,F,1995
1839,4878866610426928754,brizzi,"Hamima Purnawati, S.I.Kom",M,1990
1840,180095669963342,emoney,Ani Samosir,M,2002
1841,4243332997464443793,brizzi,Darijan Pranowo,F,1988
1842,2260634655449350,dki,Radit Suryono,F,1986
1843,4478739058799584,dki,Puji Mardhiyah,F,2003
1844,4557161389893690864,brizzi,Sutan Kasim Pertiwi,M,1995
1845,3544253738488123,dki,Zelda Susanti,M,1981
